CLAVEGEO,"UBICACIÓN TÉCNICA",DENOMINACIÓN,SERVICIO,"ÊLTIMO ESTADO REPORTADO",ORIGEN,DESTINO,"DIÁMETRO EXTERNO (PLG) ","TIPO DE TUBERÍA","TIPO DE HIDROCARBURO","LONGITUD (KM)"
CGD0009159,PEP-NTE-BUR-MON-601-LDD-L0001,"LDD FORASTERO 1-E FORASTERO1 6x0.217km","LINEA DE DESCARGA",OPERANDO,"POZO FORASTERO 1","ESTACION FORASTERO 1",6,"ACERO AL CARBON","DULCE SECO",0.217
CGD0000790,PEP-SUR-CPT-MOG-A47-LBN-D0013,"LBN RBN 6"" km 0+700-P 0161 2""X0.600 km","LINEA DE BOMBEO NEUMATICO","FUERA DE OPERACION DEFINITIVA","INJ 2"" EN RBN 6"" KM 0+700","POZO S MAGALLANES 0161",2,"ACERO AL CARBON","GAS DULCE",0.6
CGD0014506,PEP-NTE-PRA-POZ-270-LDD-L0078,"LDD P PR 78-K PR XIX 3""x0.789KM","LINEA DE DESCARGA",OPERANDO,"POZO POZA RICA 78","K COLECTOR POZA RICA XIX",3,"ACERO AL CARBON",POZOLEO,1.843
CGD0008241,PEP-NTE-BUR-RFC-390-GDO-D2818,"GDO GALIA 1 -ENT 8Y10"" MISION 8""X1.116Km",GASODUCTO,OPERANDO,"EST. GALIA 1","ENT.  8"" Y 10"" MISION",8,"ACERO AL CARBON","DULCE HUMEDO",1.116
CGD0001237,PEP-SUR-CPT-BCN-A33-LBN-D0281,"LBN RM2""RBN 4"" 2+500-OGA 820 2""X0.061 km","LINEA DE BOMBEO NEUMATICO","FUERA DE OPERACION TEMPORAL","RAMAL DE 2"" EN RBN 4"" KM 2+500","POZO OGARRIO 0820",2,"ACERO AL CARBON","GAS DULCE",0.061
CGD0002313,PEP-SUR-BLJ-BCH-B43-LDD-L0094,"LDD P BLL 94-BAT BLL 10""X1.315 km","LINEA DE DESCARGA",OPERANDO,"POZO BELLOTA 94","INT. OLD 12""  B BLL 114-B BLL",10,"ACERO AL CARBON","ACEITE Y GAS",1.315
CGD0015855,PEP-NTE-VER-RCC-705-LDD-L0402,"LDD P COCUI 402-ERG COCUI 4 x1.195Km","LINEA DE DESCARGA",OPERANDO,"POZO COCUITE 402","ERG COCUITE",4,"ACERO AL CARBON","GAS DULCE",1.195
CGD0001267,PEP-SUR-MAC-USU-C16-LDD-L004D,"LDD P HORMIGUERO 4D-ER HOR 3"" X0.969 km","LINEA DE DESCARGA",OPERANDO,"POZO HORMIGUERO 4D","EST REC HORMIGUERO",3,"ACERO AL CARBON","DULCE HUMEDO",0.969
CGD0007250,PEP-NTE-BUR-TOR-497-LDD-L0019,"LDD OROZCO 19 - E OROZCO 1  2""X4.964  KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO OROZCO 19","EST. OROZCO 1",2,"ACERO AL CARBON","DULCE HUMEDO",4.964
CGD0015292,PEP-NTE-ATG-TAJ-282-LDD-L0699,"LDD P TAJ 699-BSE TAJ II 4"" x1.604KM","LINEA DE DESCARGA",OPERANDO,"POZO TAJIN 699","BSE TAJIN II",4,"ACERO AL CARBON","ACEITE PESADO",1.604
CGD0016318,PEP-SUR-CPT-BCN-A71-LDD-L0011,"LDD P NELASH 011-CAB NEL 1 4""X0.226 km","LINEA DE DESCARGA",OPERANDO,"POZO NELASH 0011","CABEZAL NELASH 1",4,"ACERO AL CARBON","ACEITE Y GAS",0.226
CGD0018948,PEP-NTE-BUR-MON-594-LDD-L0002,"LDD COUGAR 2 - MOD COUGAR 1 4""X 0.290 KM","LINEA DE DESCARGA",OPERANDO,"POZO COUGAR 2","MOD COUGAR 1",4,"ACERO AL CARBON","GAS AMARGO",0.29
CGD0007482,PEP-NTE-BUR-LMA-439-LDD-L0372,"LDD CORINDON 372-E PANDURA 2 3""X4.330KM","LINEA DE DESCARGA",OPERANDO,"POZO CORINDON 372","EST. PANDURA 2",3,"ACERO AL CARBON","DULCE SECO",4.33
CGD0018592,PEP-NTE-BUR-RFC-586-LDD-L0037,"LDD FUND. 37-ERG FUND. 1  3""X3.236 KM","LINEA DE DESCARGA",OPERANDO,"FUNDADOR 37","ERG FUNDADOR 1",3,"ACERO AL CARBON","DULCE HUMEDO",3.236
CGD0012006,PEP-NTE-BUR-CUL-405-LDD-L079T,"LDD ALONDRA 79T-E ALONDRA 1  3""X6.077KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO ALONDRA 79T","EST. ALONDRA 1",3,"ACERO AL CARBON","DULCE SECO",6.077
CGD0006823,PEP-NTE-BUR-CUL-562-LDD-L0361,"LDD VIBORITAS 361-E STA ROSA3 2""X3.344KM","LINEA DE DESCARGA",OPERANDO,"POZO VIBORITAS 361","EST. STA. ROSALIA 3",2,"ACERO AL CARBON","DULCE HUMEDO",3.344
CGD0012401,PEP-NTE-BUR-CUL-445-GDO-D0257,"GDO EST CUL 8D - ENT GDO16Y24 8""X0.93 Km",GASODUCTO,OPERANDO,"EST. CULEBRA 8D","ENT. GDO. 16""  Y 24""",8,"ACERO AL CARBON","DULCE HUMEDO",0.93
CGD0000827,PEP-SUR-CPT-BCN-A33-LBN-D7188,"LBN INJ 2"" RAM 3""-P OGA 815D 2""X0.109 km","LINEA DE BOMBEO NEUMATICO",OPERANDO,"INJ 2"" RAM 3""","POZO OGARRIO 815D",2,"ACERO AL CARBON","DULCE HUMEDO",0.109
CGD0018158,PEP-SUR-CPT-CPB-A07-LDD-L0533,"LDD P BLAS 533-BAT BLAS 3""X0.519 km","LINEA DE DESCARGA",OPERANDO,"POZO BLASILLO 533","BATERIA BLASILLO",3,"ACERO AL CARBON","ACEITE Y GAS",0.519
CGD0002488,PEP-SUR-BLJ-CAR-B53-GDO-DM002,"GDO BAT MRA-BAT CRN 12""X12.246 km",GASODUCTO,OPERANDO,"BATERIA MORA","BATERIA CARDENAS NORTE",12,"ACERO AL CARBON","GAS AMARGO",12.246
CGD0003279,PEP-SUR-CPT-CPB-A43-LBN-D4000,"LBN INT KM 2+947-P ROD 197A 2""X0.056 km","LINEA DE BOMBEO NEUMATICO",OPERANDO,"INT KM 2+947","POZO RODADOR 197A",2,"ACERO AL CARBON","DULCE HUMEDO",0.056
CGD0007875,PEP-NTE-VER-BM1-712-GDO-D0001,"GDO MIR COTAXTLA-ERG COPITE 3 x12.148Km",GASODUCTO,OPERANDO,"MARGEN IZQUIERDO RIO COTAXTLA","ERG COPITE",3,"ACERO AL CARBON","GAS DULCE",12.148
CGD0008439,PEP-NTE-BUR-RFC-582-LDD-L0006,"LDD ECLIPSE 6-E LOMITAS 2 3""x 1.973 Km","LINEA DE DESCARGA",OPERANDO,"POZO ECLIPSE 6","EST. LOMITAS 2",3,"ACERO AL CARBON",HUMEDO,1.973
CGD0007814,PEP-NTE-BUR-TOR-444-LDD-L0872,"LDD CUITL 872-E TORRECILLAS1 3""X3.486KM","LINEA DE DESCARGA",OPERANDO,"POZO CUITLAHUAC 872","EST. TORRECILLAS 1",3,"ACERO AL CARBON",HUMEDO,3.486
CGD0009325,PEP-NTE-BUR-CUL-424-LDD-L0097,"LDD CALABAZA 97-E CALABAZA3 3""X4.478KM","LINEA DE DESCARGA",OPERANDO,"POZO CALABAZA 97","EST. CALABAZA 3",3,"ACERO AL CARBON","DULCE SECO",4.478
CGD0006889,PEP-NTE-BUR-CUE-541-LDD-L0435,"LDD STA ROSA 435-E STA ROSA 4 3""X4.158KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO STA. ROSALIA 435","EST. STA. ROSALIA 4",3,"ACERO AL CARBON","NO APLICA",4.158
CGD0006728,PEP-NTE-BUR-CUL-445-LDD-L0865,"LDD CULEBRA 865- E PE?A BCA 2 2""X1.022KM","LINEA DE DESCARGA",OPERANDO,"POZO CULEBRA 865","EST. PE?A BLANCA 2",2,"ACERO AL CARBON","DULCE HUMEDO",1.022
CGD0019095,PEP-NTE-BUR-NEJ-603-LDD-L040D,"LDD NEJO 40D - E NEJO 3 3""X0.505KM","LINEA DE DESCARGA",OPERANDO,"POZO NEJO 40D","EST. NEJO 3",3,"ACERO AL CARBON","DULCE HUMEDO",0.505
CGD0006472,PEP-NTE-BUR-LMA-568-LDD-L0001,"LDD OVEJA 1 - E CORINDON 1  3""X4.182  KM","LINEA DE DESCARGA","FUERA DE OPERACION TEMPORAL","POZO OVEJA 1","EST. CORINDIN 1",3,"ACERO AL CARBON","DULCE SECO",4.182
CGD0019368,PEP-NTE-BUR-NEJ-603-LDD-L0358,"LDD NEJO 358-ERG NEJO 1 3""  X 1.785 KM","LINEA DE DESCARGA",OPERANDO,"POZO NEJO 358","ERG NEJO 1",3,"ACERO AL CARBON","DULCE HUMEDO",1.785
CGD0019534,PEP-NTE-BUR-TOR-444-LDD-L0502,"LDD CUITLA 502-ERG CUITLA 5 3"" X0.662KM","LINEA DE DESCARGA",OPERANDO,"POZO CUITLAHUAC 502","ERG CUITLAHUAC 5",3,"FLEXIBLE CON REFUERZO DE FIBRA","DULCE HUMEDO",0.662
CGD0001447,PEP-SUR-MUS-SMA-D14-OLG-D0095,"OLG CAB MUSPAC 61-BAT MUSPAC 8""X0.624 km",OLEOGASODUCTO,OPERANDO,"CABEZAL MUSPAC 61","BATERIA DE SEPARACION MUSPAC",8,"ACERO AL CARBON","ACEITE Y GAS",0.624
CGD0001824,PEP-SUR-MAC-JCO-C37-LDD-L0001,"LDD P TAK-BAT VERNET 6""X2.838 km","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO TAK","BATERIA VERNET",6,"ACERO AL CARBON","ACEITE Y GAS",2.838
CGD0018059,PEP-NTE-BUR-TOR-437-LDD-L0085,"LDD COMIT 85-M.R.G. COMIT 91 3""X2.405 KM","LINEA DE DESCARGA",OPERANDO,"POZO COMITAS 85","MRG COMITAS 91",3,"ACERO AL CARBON","DULCE HUMEDO",2.405
CGD0019169,PEP-NTE-BUR-NEJ-603-LDD-L139D,"LDD NEJO 139 -MD NEJO 100 3""X1.265M","LINEA DE DESCARGA",OPERANDO,"POZO NEJO 139","MOD. NEJO 100",3,"ACERO AL CARBON","DULCE HUMEDO",0.729
CGD0013651,PEP-NTE-PRA-POZ-215-LDD-L0211,"LDD P ESCOL 211-K REC PR VI 4""X1.864KM","LINEA DE DESCARGA",OPERANDO,"POZO ESCOLIN 211","K REC POZA RICA VI",4,"ACERO AL CARBON",POZOLEO,1.864
CGD0013032,PEP-NTE-BUR-RFC-528-LDD-L093C,"LDD REYNOSA 93C-E REYNOSA 5  2""X2.031 KM","LINEA DE DESCARGA",OPERANDO,"POZO REYNOSA 93C","EST. REYNOSA 5",2,"ACERO AL CARBON",HUMEDO,2.031
CGD0015052,PEP-NTE-PRA-FJO-275-LDD-L0011,"LDD P SAGDA 11-BSE SAGDA I 4""x0.730KM","LINEA DE DESCARGA",OPERANDO,"POZO SANTA AGUEDA 11","BSE SANTA AGUEDA I",4,"ACERO AL CARBON",POZOLEO,0.73
CGD0016997,PEP-NTE-BUR-LMA-439-LDD-LM585,"LDD CORINDON 585-E CORINDON 2 3""X4.850KM","LINEA DE DESCARGA",OPERANDO,"MOD. CORINDON 585","EST. CORINDON 2",3,"ACERO AL CARBON","DULCE SECO",4.85
CGD0002610,PEP-SUR-MAC-JCO-C10-LDD-L009S,"LDD P CHILAP 9S-ER CHILAP 3"" X0.175 km","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO CHILAPILLA 9S","EST. REC. CHILAPILLA",3,"ACERO AL CARBON","DULCE HUMEDO",0.175
CGD0006318,PEP-NTE-BUR-CUL-445-LDD-LA556,"LDD CULEBRA 556-E CULEBRA 2  3""X1.879KM","LINEA DE DESCARGA",OPERANDO,"POZO CULEBRA 556","EST. CULEBRA 2",3,"ACERO AL CARBON","DULCE SECO",1.879
CGD0001147,PEP-SUR-CPT-CPB-A24-SDO-D0266,"SDO CPG LV-PIA CPT 14""X15.200 km",SALODUCTO,OPERANDO,C.P.G.L.V.,"PTA DE INY DE AGUA 5 PTES",14,"ACERO AL CARBON","AGUA CONGENITA",15.2
CGD0011565,PEP-NTE-PRA-TAC-020-LDD-LT039,"LDD P TAMPS 39-BSE 3 TAMPS 4""X0.815 KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO TAMAULIPAS 39","BATERIA 3 TAMAULIPAS",4,"ACERO AL CARBON","ACEITE Y GAS",0.815
CGD0018568,PEP-NTE-PRA-POZ-270-LDD-L0409,"LDD P PR 409/INTPR79-K PR XIX 3""x1.504KM","LINEA DE DESCARGA",OPERANDO,"POZO POZA RICA 409 INTER PR 79","K RECOLECTOR POZA RICA XIX",3,"ACERO AL CARBON",POZOLEO,0.056
CGD0009080,PEP-NTE-BUR-CUE-461-LDD-L1006,"LDD FRONT 1006 - E FRONTERIZ1 3""x3.311KM","LINEA DE DESCARGA",OPERANDO,"POZO FRONTERIZO 1006","EST. FRONTERIZO 1",3,"ACERO AL CARBON","DULCE HUMEDO",3.311
CGD0006154,PEP-NTE-BUR-CUL-445-LDD-L0234,"LDD CULEBRA 234-E CULEBRA 10 3""X 2.544KM","LINEA DE DESCARGA",OPERANDO,"POZO CULEBRA 234","EST. CULEBRA 10",3,"ACERO AL CARBON","DULCE HUMEDO",2.544
CGD0008037,PEP-NTE-BUR-LMA-409-LDD-L0126,"LDD ARCOS 126 - E ARCOS 4 3"" X2.250 KM","LINEA DE DESCARGA",OPERANDO,"POZO ARCOS 126","EST. ARCOS 4",3,"ACERO AL CARBON","DULCE SECO",2.25
CGD0010234,PEP-NTE-PRA-EPC-014-OLD-D8147,"OLD E TANAN-TCAL MIN/SN MANL 6""x1.195 KM",OLEODUCTO,OPERANDO,"ESTACION TANANTORO","TCAL MINERVA/SAN MANUEL",6,"ACERO AL CARBON","ACEITE PESADO",1.195
CGD0002786,PEP-SUR-MAC-JCO-C18-LDD-L0076,"LDD P JC 76-ER JC SUR 5 3""X1.423 km","LINEA DE DESCARGA",OPERANDO,"POZO JOSE COLOMO 76","EST. REC. JOSE COLOMO SUR 5",3,"ACERO AL CARBON","ACEITE Y GAS",1.423
CGD0001458,PEP-SUR-CPT-CPB-A07-OLD-D4094,"OLD BAT BLASILLO-C PGLV 6""X5.270 km",OLEODUCTO,OPERANDO,"BATERIA BLASILLO",C.P.G.L.V.,6,"ACERO AL CARBON",ISTMO,5.27
CGD0001000,PEP-SUR-CPT-BCN-A16-LDD-L0045,"LDD P PLAN 0045-BAT PLAN SUR 3""X0.530 km","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO EL PLAN 0045","BATERIA PLAN SUR",3,"ACERO AL CARBON","NO APLICA",0.53
CGD0014654,PEP-NTE-ATG-TAJ-27B-LDD-L0242,"LDD P ALEM 242-BSE CHOTE 4"" x0.576KM","LINEA DE DESCARGA",OPERANDO,"POZO PRESIDENTE ALEMAN 242","BSE CHOTE I",4,"ACERO AL CARBON","ACEITE PESADO",0.576
CGD0014442,PEP-NTE-PRA-POZ-270-LDD-L0058,"LDD P PR 58-BSE PR V 3""x1.500KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO POZA RICA 58","BSE POZA RICA V",3,"ACERO AL CARBON","ACEITE Y GAS",1.5
CGD0007348,PEP-NTE-BUR-RFC-477-LDD-L0252,"LDD LOMITAS 252-I LOMIT250 3""X1.524  KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO LOMITAS 252","INT.LOMITAS 250 (E LOMITAS AUX",3,"ACERO AL CARBON","DULCE HUMEDO",1.524
CGD0002286,PEP-SUR-CPT-BCN-A33-LBN-D0804,"LBN INJ P OGA804T-P OGA 0804 2""X0.087 km","LINEA DE BOMBEO NEUMATICO","FUERA DE OPERACION TEMPORAL","INJERTO DEL POZO OGARRIO 804T","POZO OGARRIO 0804",2,"ACERO AL CARBON","DULCE HUMEDO",0.087
CGD0007657,PEP-NTE-BUR-PBA-500-LDD-L0309,"LDD PALMITO 309-E PALMITO 1  3""X7.360 KM","LINEA DE DESCARGA",OPERANDO,"POZO PALMITO 309","EST. PALMITO 1",3,"ACERO AL CARBON",HUMEDO,7.36
CGD0004496,PEP-SUR-CPT-MOG-A47-LBN-D5850,"LBN INJ2""RAM2"" 0+200-P SM 928 2""X0.040km","LINEA DE BOMBEO NEUMATICO",OPERANDO,"INJ 2"" EN RAM 2"" KM 0+200","POZO S MAGALLANES 0928",2,"ACERO AL CARBON","DULCE HUMEDO",0.04
CGD0013622,PEP-NTE-PRA-POZ-215-LDD-L0171,"LDD P ESCOL 171-BSE PR XVI 3""X1.700KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO ESCOLIN 171","BSE POZA RICA XVI",3,"ACERO AL CARBON","NO APLICA",0.32
CGD0014480,PEP-NTE-PRA-POZ-270-LDD-L0204,"LDD P PR 204-BSE PR IX 3""x1.143KM","LINEA DE DESCARGA",OPERANDO,"POZO POZA RICA 204","BSE POZA RICA IX",3,"ACERO AL CARBON",POZOLEO,0.492
CGD0000644,PEP-SUR-MUS-CSG-D43-LDD-L1401,"LDD P CACTUS 4D-CAB CACTUS I 4""X1.049km","LINEA DE DESCARGA",OPERANDO,"POZO CACTUS 4D","CABEZAL CACTUS I",4,"ACERO AL CARBON","ACEITE Y GAS",1.049
CGD0018008,PEP-NTE-PRA-EPC-008-LDD-L0132,"LDD P EBANO 1063H-ESTACION M 4""X2.102 KM","LINEA DE DESCARGA",OPERANDO,"POZO EBANO 1063H","ESTACION M",4,"ACERO AL CARBON","ACEITE PESADO",2.102
CGD0017229,PEP-SUR-CPT-MOG-A46-OLG-D0001,"OLG CAB PZO 25-BAT SNR 8""X0.889 km",OLEOGASODUCTO,OPERANDO,"CABEZAL DEL POZO 25","BATERIA SAN RAMON",8,"ACERO AL CARBON","ACEITE Y GAS",0.889
CGD0017191,PEP-NTE-BUR-PBA-442-LDD-L0167,"LDD 4MILPAS167-MD 4MILPAS180 3""X 0.634KM","LINEA DE DESCARGA",OPERANDO,"POZO CUATRO MILPAS 167","MOD. CUATRO MILPAS 180(E.BEN3)",3,"ACERO AL CARBON","DULCE SECO",0.634
CGD0017469,PEP-NTE-BUR-RFC-633-LDD-L0004,"LDD RUSCO 4 - MD RUSCO 1 3""X.385KM","LINEA DE DESCARGA",OPERANDO,"POZO RUSCO 4","MOD. RUSCO 1 (E. PIPILA 1)",3,"ACERO AL CARBON",HUMEDO,0.385
CGD0008024,PEP-NTE-BUR-LMA-560-LDD-L2040,"LDD VELERO 2040- E VELERO 2 3"" X2.752 KM","LINEA DE DESCARGA",OPERANDO,"POZO VELERO 2040","EST. VELERO 2",3,"ACERO AL CARBON","DULCE HUMEDO",2.752
CGD0018117,PEP-NTE-BUR-NEJ-603-LDD-L045D,"LDD NEJO 45D-E-NEJO 2 3""X1.318KM","LINEA DE DESCARGA",OPERANDO,"POZO NEJO 45D","EST.  NEJO 2",3,"ACERO AL CARBON","DULCE HUMEDO",1.318
CGD0007283,PEP-NTE-BUR-LMA-439-LDD-L0691,"LDD CORINDON 691-E CORIN 2  3"" X2.137KM","LINEA DE DESCARGA",OPERANDO,"POZO CORINDON 691","EST. CORINDON 2",3,"ACERO AL CARBON","DULCE SECO",2.137
CGD0001784,PEP-SUR-CPT-CPB-A07-LDD-L0513,"LDD P BLAS 513-BAT BLAS 3""X0.215 km","LINEA DE DESCARGA",OPERANDO,"POZO BLASILLO 513","BATERIA BLASILLO",3,"ACERO AL CARBON","ACEITE Y GAS",0.215
CGD0006494,PEP-NTE-BUR-LMA-503-LDD-L0407,"LDD PANDURA 407-E CORINDON 1 3""X4.060 KM","LINEA DE DESCARGA",OPERANDO,"POZO PANDURA 407","EST. CORINDIN 1",3,"ACERO AL CARBON","DULCE SECO",4.06
CGD0005598,PEP-SUR-SML-SAM-D54-SDO-D0567,"SDO SUB CAB SAM61-CABSAM 65 16""X0.503km",SALODUCTO,OPERANDO,"SUB CABEZAL SAMARIA 61","CABEZAL SAMARIA 65",16,"ACERO AL CARBON","AGUA CONGENITA",0.503
CGD0018227,PEP-NTE-PRA-POZ-270-LDD-LP058,"LDD P PR 58-K REC PR 99 4""x0.398KM","LINEA DE DESCARGA",OPERANDO,"POZO POZA RICA 58","K REC POZA RICA 99",4,"ACERO AL CARBON",POZOLEO,0.398
CGD0007326,PEP-NTE-BUR-LMA-503-LDD-L0344,"LDD PANDURA 344-E PANDURA 2  3""X2.822 KM","LINEA DE DESCARGA",OPERANDO,"POZO PANDURA 344","EST. PANDURA 2",3,"ACERO AL CARBON","DULCE HUMEDO",2.822
CGD0006715,PEP-NTE-BUR-CUE-433-LDD-L0171,"LDD CARRETAS 171-E MOJARR 1 3""X2.807KM","LINEA DE DESCARGA",OPERANDO,"POZO CARRETAS 171","EST. MOJARRE?AS 1",3,"ACERO AL CARBON","DULCE HUMEDO",2.807
CGD0008877,PEP-NTE-BUR-CUL-408-LDD-L0571,"LDD ARCABUZ 571-E ARCABUZ 6 3"" X1.516 KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO ARCABUZ 571","EST. ARCABUZ 6",3,"ACERO AL CARBON","DULCE SECO",1.516
CGD0014753,PEP-NTE-PRA-SNA-271-LDD-L0196,"LDD P PALEM 196 - K PR XVII   4""x0.579km","LINEA DE DESCARGA",OPERANDO,"POZO PRESIDENTE ALEMAN 196","K REC POZA RICA XVII",4,"ACERO AL CARBON","ACEITE Y GAS",5.526
CGD0018967,PEP-NTE-ATG-SLD-077-OLD-D8014,"OLD BSE COYO II-BSE SOL NTE 8"" x12.465KM",OLEODUCTO,OPERANDO,"BSE COYOTES II","BSE SOLEDAD NORTE",8,"ACERO AL CARBON","GAS AMARGO",12.465
CGD0005674,PEP-SUR-SML-SAM-D54-OLG-D0785,"OLG CAB SAM 107 - CAB F SAMII 6""X2.334km",OLEOGASODUCTO,OPERANDO,"CABEZAL SAMARIA 107 (M)","CABEZAL FORANEO II SAMARIA",6,"ACERO AL CARBON","ACEITE Y GAS",2.334
CGD0000721,PEP-SUR-BLJ-GPC-B49-OLG-D0006,"OLG BAT GPE 1-BAT GPE 2 8""X1.879 km",OLEOGASODUCTO,OPERANDO,"BATERIA EL GOLPE 1","BATERIA GOLPE 2",8,"ACERO AL CARBON","ACEITE Y GAS",1.879
CGD0006405,PEP-NTE-BUR-RFC-486-LDD-L0064,"LDD MISION 64- E MISION 1   3"" X1.352 KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO MISION 64","INT MISION 1001 (E MISION 1)",3,"ACERO AL CARBON","DULCE HUMEDO",1.352
CGD0007834,PEP-NTE-BUR-TOR-444-LDD-L0966,"LDD CUITL 966 -E CUITLAHUAC 7 3""X4.524KM","LINEA DE DESCARGA",OPERANDO,"POZO CUITLAHUAC 966","EST. CUITLAHUAC 7",3,"ACERO AL CARBON","DULCE HUMEDO",4.524
CGD0000578,PEP-SUR-MUS-SMA-D07-LDD-L0041,"LDD P COPANO 41-BAT CHIAPAS 8""X3.118 km","LINEA DE DESCARGA",OPERANDO,"POZO COPANO 41","BATERIA DE SEPARACION CHIAPAS",8,"ACERO AL CARBON","ACEITE Y GAS",3.118
CGD0005710,PEP-SUR-SML-SAM-D54-LBN-D0873,"LBN INT P SAM 87-INT P SAM 85 8""X1.101km","LINEA DE BOMBEO NEUMATICO",OPERANDO,"INT. POZO SAMARIA 87","INT. POZO SAMARIA 85",8,"ACERO AL CARBON",SECO,1.101
CGD0006074,PEP-NTE-BUR-TOR-444-LDD-L0663,"LDD CUITL 663 -E CUITLAHUAC 4 3""X3.179KM","LINEA DE DESCARGA",OPERANDO,"POZO CUITLAHUAC 663","EST. CUITLAHUAC 4",3,"ACERO AL CARBON","DULCE HUMEDO",3.179
CGD0006510,PEP-NTE-BUR-CUL-445-LDD-L0808,"LDD CULEBRA 808- E CULEBRA 8  2""X1.790KM","LINEA DE DESCARGA",OPERANDO,"POZO CULEBRA 808","EST. CULEBRA 8",2,"ACERO AL CARBON","DULCE SECO",1.79
CGD0008937,PEP-NTE-BUR-TOR-437-LDD-L0058,"LDD COMITAS 58 - E COMITAS 1 3""X1.414 KM","LINEA DE DESCARGA",OPERANDO,"POZO COMITAS 58","EST. COMITAS 1",3,"ACERO AL CARBON","DULCE HUMEDO",1.414
CGD0013375,PEP-NTE-BUR-TOR-444-LDD-L0505,"LDD CUITL 505- E CUITLAHUAC 6 3""X2.250KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO CUITLAHUAC 505","EST. CUITLAHUAC 6",3,"ACERO AL CARBON",SECO,2.25
CGD0019337,PEP-NTE-BUR-NEJ-603-LDD-L0241,"LDD NEJO 241-MRG NEJO 100 3"" X1.565 KM","LINEA DE DESCARGA",OPERANDO,"POZO NEJO 241","MRG NEJO 100",3,"ACERO AL CARBON","DULCE HUMEDO",1.565
CGD0019217,PEP-NTE-ATG-SLD-113-OLD-D0002,"OLD MOD I SOL NTE-BSE SOL NTE 6x2.629Km",OLEODUCTO,OPERANDO,"MODULO I","BSE SOLEDAD NORTE",6,"ACERO AL CARBON",MARFO,2.629
CGD0014037,PEP-NTE-PRA-POZ-241-LDD-L0087,"LDD P MECAT 87-BSE PR X 4""x0.715KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO MECATEPEC 87","BSE POZA RICA X",4,"ACERO AL CARBON","NO APLICA",0.892
CGD0011655,PEP-NTE-PRA-TAC-020-LBN-DT808,"LBN TCAL DET 5-8B - TAMPS 73 3""X 1.385KM","LINEA DE BOMBEO NEUMATICO",OPERANDO,"TRONCAL DETALLE 5-8B","PLATAFORMA TAMAULIPAS 73",3,"ACERO AL CARBON","GAS AMARGO",1.385
CGD0013004,PEP-NTE-BUR-RFC-528-LDD-L010C,"LDD REYNOSA 10C-E REYNOSA 3  3""X1.514 KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO REYNOSA 10C","EST. REYNOSA 3",3,"ACERO AL CARBON","NO APLICA",1.514
CGD0016452,PEP-SDC-GSO-CPL-S30-OLG-D0342,"OLG XANAB-A / YAXCHE -A 20"" X 15.024 KM",OLEOGASODUCTO,OPERANDO,XANAB-A,"YAXCHE -A",20,"ACERO AL CARBON","ACEITE Y GAS",5.589
CGD0008356,PEP-NTE-BUR-RFC-428-LDD-L0062,"LDD CA?ON 59 - E CA?ON 3 3"" X0.998 KM","LINEA DE DESCARGA","FUERA DE OPERACION DEFINITIVA","POZO CA?ON 59","EST. CA?ON 3",3,"ACERO AL CARBON","DULCE HUMEDO",0.998
CGD0005897,PEP-NTE-BUR-PBA-416-GDO-D0303,"GDO EST BENAV 4-EST P BCA 1 10""X25.844Km",GASODUCTO,OPERANDO,"EST. BENAVIDES 4","EST. PE?A BLANCA 1",10,"ACERO AL CARBON","DULCE HUMEDO",25.844
CGD0012585,PEP-NTE-BUR-LMA-503-LDD-L041D,"LDD PANDURA 41D-E PANDURA 2  3""X2.037 KM","LINEA DE DESCARGA",OPERANDO,"POZO PANDURA 41D","EST. PANDURA 2",3,"ACERO AL CARBON","DULCE SECO",2.037
CGD0017963,PEP-NTE-BUR-TOR-581-LDD-L0001,"LDD ARENARIA 1-MOD. DULCE 1 3""X3.613KM","LINEA DE DESCARGA",OPERANDO,"POZO ARENARIA 1","MOD. REC. GAS DULCE 1",3,"ACERO AL CARBON",HUMEDO,3.613
CGD0011774,PEP-NTE-PRA-TAC-020-LDD-LT247,"LDD P TAMP 247-COL P TAMP 232 4""X0.042KM","LINEA DE DESCARGA",OPERANDO,"POZO TAMAULIPAS 247","COLECTOR POZO TAMAULIPAS 232",4,"ACERO AL CARBON","ACEITE Y GAS",0.042
